song_name,artist_name,album_names,playlist
Stuck on You,Elvis Presley,"Elvis' Golden Records, Vol. 3",All Out 60s
Pinball Wizard,The Who,Tommy (Remastered 2013 Super Deluxe Edition),All Out 60s
To Love Somebody,Bee Gees,Bee Gees' 1st,All Out 60s
I Want To Hold Your Hand - Remastered 2015,The Beatles,1 (Remastered),All Out 60s
Don't Go Breaking My Heart,Elton John,Rock Of The Westies (Remastered),All Out 70s
Hold the Line,Toto,Toto,All Out 70s
Hotel California - Remastered,Eagles,Hotel California (Remastered),All Out 70s
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,Rocket Man,All Out 70s
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,The Wall [2011 - Remaster] (2011 Remastered Version),All Out 70s
Dancing Queen,ABBA,ABBA Gold,All Out 70s
Piano Man,Billy Joel,The Essential Billy Joel,All Out 70s
Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition),All Out 70s
Take It Easy - Remastered,Eagles,Eagles (Remastered),All Out 70s
Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,Off the Wall,All Out 70s
T.N.T.,AC/DC,High Voltage,All Out 70s
Cocaine,Eric Clapton,Slowhand 35th Anniversary,All Out 70s
Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,Saturday Night Fever [The Original Movie Soundtrack],All Out 70s
Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),All Out 70s
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,All Out 70s
Don't Go Breaking My Heart,Elton John,Rock Of The Westies,All Out 70s
What's Going On,Marvin Gaye,What's Going On - 40th Anniversary (Super Deluxe),All Out 70s
Africa,Toto,Hold The Line: The Ultimate Toto Collection,All Out 80s
Uptown Girl,Billy Joel,An Innocent Man,All Out 80s
You Can't Hurry Love,Phil Collins,"Hello, I Must Be Going",All Out 80s
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,All Out 80s
Born In The U.S.A.,Bruce Springsteen,Born In The U.S.A.,All Out 80s
Hungry Heart,Bruce Springsteen,The River,All Out 80s
I Still Haven't Found What I'm Looking For - Remastered 2007,U2,The Joshua Tree (Deluxe Edition Remastered),All Out 80s
Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,All Out 80s
Thunderstruck,AC/DC,The Razors Edge,All Out 80s
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,All Out 80s
Beat It - Single Version,Michael Jackson,Michael Jackson's This Is It,All Out 80s
Red Red Wine,UB40,The Very Best Of,All Out 80s
In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),All Out 80s
Paradise City,Guns N' Roses,Appetite For Destruction,All Out 80s
Bye Bye Bye,*NSYNC,No Strings Attached,All Out 90s
Heal the World,Michael Jackson,Dangerous,All Out 90s
Black or White - Single Version,Michael Jackson,The Essential Michael Jackson,All Out 90s
Iris,The Goo Goo Dolls,Dizzy Up The Girl,All Out 90s
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),All Out 90s
Ghetto Supastar (That is What You Are),Pras,Ghetto Supastar,All Out 90s
Hero,Mariah Carey,Music Box,All Out 90s
Truly Madly Deeply,Savage Garden,Savage Garden,All Out 90s
It Wasn't Me,Shaggy,Hot Shot (International Version #2),All Out 90s
Don't Speak,No Doubt,The Singles Collection,All Out 90s
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,Blue (Da Ba Dee),All Out 90s
Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),All Out 90s
U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,All Out 90s
Hypnotize,The Notorious B.I.G.,Greatest Hits (Explicit Version),All Out 90s
Californication,Red Hot Chili Peppers,Californication (Deluxe Version),All Out 90s
Nothing Else Matters,Metallica,Metallica,All Out 90s
Livin' la Vida Loca,Ricky Martin,Ricky Martin,All Out 90s
MMMBop - Single Version,Hanson,Guilty Pleasures (International Version),All Out 90s
"Rhythm Is A Dancer - 7"" Edit",SNAP!,SNAP! The Power Greatest Hits,All Out 90s
Just A Girl,No Doubt,Tragic Kingdom,All Out 90s
Ice Ice Baby,Vanilla Ice,To The Extreme,All Out 90s
Under The Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Version),All Out 90s
Here Comes the Hotstepper,Ini Kamoze,On Your 90's Radio,All Out 90s
Closing Time,Semisonic,Feeling Strangely Fine,All Out 90s
Believe,Cher,Believe,All Out 90s
I Don't Want to Miss a Thing,Aerosmith,Armageddon - The Album,All Out 90s
Man! I Feel Like A Woman!,Shania Twain,Come On Over,All Out 90s
Buddy Holly,Weezer,Weezer,All Out 90s
Jaded,Drake,Scorpion,All The Feels
This Way,Khalid,This Way,All The Feels
I Fall Apart,Post Malone,Stoney (Deluxe),All The Feels
Die For You,The Weeknd,Starboy,All The Feels
Doing It Wrong,Drake,Take Care (Deluxe),All The Feels
Sure Thing,Miguel,All I Want Is You,All The Feels
From Time,Drake,Nothing Was The Same (Deluxe),All The Feels
Saved,Khalid,American Teen,All The Feels
Wicked Games,The Weeknd,Trilogy,All The Feels
Marvins Room,Drake,Marvins Room,All The Feels
LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,All The Feels
Coaster,Khalid,American Teen,All The Feels
Teenage Fever,Drake,More Life,All The Feels
Jungle,Drake,If You're Reading This It's Too Late,All The Feels
Hurt You,The Weeknd,"My Dear Melancholy,",All The Feels
Let Me Love You,Mario,Let Me Love You,All The Feels
Shot Down,Khalid,Shot Down,All The Feels
Angels,Khalid,American Teen,All The Feels
The Morning,The Weeknd,Trilogy,All The Feels
True Colors,The Weeknd,Starboy,All The Feels
Redemption,Drake,Views,All The Feels
Some Kind Of Drug,G-Eazy,When It's Dark Out,All The Feels
Shot For Me,Drake,Take Care (Deluxe),All The Feels
L$D,A$AP Rocky,AT.LONG.LAST.A$AP,All The Feels
Dark Times,The Weeknd,Beauty Behind The Madness,All The Feels
Feel No Ways,Drake,Views,All The Feels
Let's Get Lost,G-Eazy,These Things Happen,All The Feels
Location,Khalid,Location,All The Feels
Young Folks,Peter Bjorn and John,Writer's Block,Alternative 00s
Such Great Heights,The Postal Service,Give Up,Alternative 00s
Everything In Its Right Place,Radiohead,Kid A,Alternative 00s
VCR,The xx,xx,Alternative 10s
Royals,Lorde,Pure Heroine,Alternative 10s
I Can't Explain - Mono Version,The Who,I Can't Explain (Mono Version),Alternative 60s
See Emily Play - 1996 Remastered Version,Pink Floyd,Relics (1996 Remastered Version),Alternative 60s
Tomorrow Never Knows - Remastered,The Beatles,Revolver (Remastered),Alternative 60s
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,The Wall [2011 - Remaster] (2011 Remastered Version),Alternative 70s
Alison,Elvis Costello,The Best Of The First 10 Years,Alternative 70s
I Will Follow,U2,The Best Of 1980 - 1990,Alternative 80s
I Can't Stand Up For Falling Down,Elvis Costello & The Attractions,Get Happy,Alternative 80s
Pacific State - Origin Mix,808 State,Blueprint (The Best Of),Alternative 80s
Buddy Holly,Weezer,Weezer (Deluxe Edition),Alternative 90s
Creep,Radiohead,Pablo Honey,Alternative 90s
Karma Police,Radiohead,OK Computer,Alternative 90s
Alive,Pearl Jam,Ten,Alternative 90s
435,"Tyler, The Creator",435,Alternative Hip Hop
See You Again,"Tyler, The Creator",Flower Boy,Anti Pop
Lucid Dreams,Juice WRLD,Lucid Dreams,Anti Pop
Apple Juice,Jessie Reyez,Apple Juice,Anti Pop
435,"Tyler, The Creator",435,Anti Pop
OKRA,"Tyler, The Creator",OKRA,Anti Pop
Better,Khalid,Better,Are & Be
ATA,Usher,"""A""",Are & Be
OTW,Khalid,OTW,Are & Be
How Dat Sound (feat. 2 Chainz & Yo Gotti),Trey Songz,How Dat Sound (feat. 2 Chainz & Yo Gotti),Are & Be
In My Feelings,Drake,Scorpion,Are & Be
You Decide,Usher,"""A""",Are & Be
GTFO,Mariah Carey,GTFO,Are & Be
Call Out My Name,The Weeknd,"My Dear Melancholy,",Are & Be
Love Lies (with Normani),Khalid,Love Lies (with Normani),Are & Be
After Dark,Drake,Scorpion,Are & Be
This Way,Khalid,SUPERFLY (Original Motion Picture Soundtrack),Are & Be
Only Love,Mary J. Blige,Only Love,Are & Be
R.A.N.,Miguel,SUPERFLY (Original Motion Picture Soundtrack),Are & Be
Sky Walker - Recorded at Spotify Studios NYC,Miguel,Spotify Singles,Are & Be
Try Me,The Weeknd,"My Dear Melancholy,",Are & Be
Émigré,Alela Diane,Cusp,Autumn Acoustic
Guiding Light,Mumford & Sons,Guiding Light,Autumn Leaves
Patient,Charlie Puth,Voicenotes,Autumn Leaves
Dark Times,The Weeknd,Beauty Behind The Madness,Autumn Leaves
HUMBLE. - SKRILLEX REMIX,Skrillex,HUMBLE. (SKRILLEX REMIX),Beast Mode
POWER,Kanye West,My Beautiful Dark Twisted Fantasy,Beast Mode
Taste (feat. Offset),Tyga,Taste (feat. Offset),Beast Mode
Nonstop,Drake,Scorpion,Beast Mode
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,Beast Mode
Everyday,Logic,Bobby Tarantino II,Beast Mode
Ni**as In Paris,JAY Z,Watch The Throne (Deluxe),Beast Mode
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),Beast Mode
Numb / Encore,JAY Z,Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course,Beast Mode
44 More,Logic,44 More,Beast Mode
Gimme The Loot,The Notorious B.I.G.,Ready To Die The Remaster,Beast Mode
What U Gon' Do (feat. Lil Scrappy),Lil Jon & The East Side Boyz,Crunk Juice,Beast Mode
California Love - Original Version,2Pac,Greatest Hits,Beast Mode
rockstar,Post Malone,rockstar (feat. 21 Savage),Beast Mode
Highway to Hell,AC/DC,Highway to Hell,Beast Mode
Machika,J Balvin,Machika,Beast Mode
Youth Of The Nation,P.O.D.,Satellite (U.S. Version WEA Distribution),Beast Mode
Born For Greatness,Papa Roach,Crooked Teeth (Deluxe),Beast Mode
STOOPID,6ix9ine,STOOPID,Beast Mode
Renegade Music,Papa Roach,Renegade Music,Beast Mode
Everybody Dies,Logic,Everybody Dies,Beats & Rhymes
ZEZE (feat. Travis Scott & Offset),Kodak Black,ZEZE (feat. Travis Scott & Offset),Beats & Rhymes
Venom - Music From The Motion Picture,Eminem,Venom (Music From The Motion Picture),Beats & Rhymes
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,Beats & Rhymes
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),Beats & Rhymes
I Love It (& Lil Pump),Kanye West,I Love It,Beats & Rhymes
Dip,Tyga,Dip,Beats & Rhymes
Let It Fly (feat. Travis Scott),Lil Wayne,Tha Carter V,Beats & Rhymes
HUMBLE.,Kendrick Lamar,DAMN.,Beats & Rhymes
SICKO MODE,Travis Scott,ASTROWORLD,Beats & Rhymes
The Ringer,Eminem,Kamikaze,Beats & Rhymes
The Return,Logic,The Return,Beats & Rhymes
God's Plan,Drake,Scorpion,Beats & Rhymes
"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",Logic,YSIV,Beats n' Bars
Dedicate,Lil Wayne,Tha Carter V,Beats n' Bars
100 Miles and Running (ft. Wale & John Lindahl),Logic,YSIV,Beats n' Bars
Reminder - Remix,The Weeknd,Reminder (Remix),Big 3
Big Amount,2 Chainz,Pretty Girls Like Trap Music,Big 3
first take,Travis Scott,Birds In The Trap Sing McKnight,Big 3
Rolls Royce Bitch,2 Chainz,Pretty Girls Like Trap Music,Big 3
Idols Become Rivals,Rick Ross,Rather You Than Me,Big 3
March Madness,Future,March Madness,Big 3
Bodak Yellow,Cardi B,Bodak Yellow,Big 3
ATLiens,OutKast,ATLiens,Big 3
Free Smoke,Drake,More Life,Big 3
BUTTERFLY EFFECT,Travis Scott,BUTTERFLY EFFECT,Big 3
Champions,Kanye West,Champions,Big 3
White Iverson,Post Malone,Stoney (Deluxe),Big 3
DNA.,Kendrick Lamar,DAMN.,Big 3
Good Drank,2 Chainz,Pretty Girls Like Trap Music,Big 3
HUMBLE. - SKRILLEX REMIX,Skrillex,HUMBLE. (SKRILLEX REMIX),Big Gains Workout
Back To Back,Drake,Back To Back,Big Gains Workout
KOD,J. Cole,KOD,Big Gains Workout
Last Breath,Future,CREED: Original Motion Picture Soundtrack,Big Gains Workout
No Limit,G-Eazy,No Limit,Big Gains Workout
ATM,J. Cole,KOD,Big Gains Workout
Forever,Drake,More Than A Game,Big Gains Workout
G.O.M.D.,J. Cole,2014 Forest Hills Drive,Big Gains Workout
DNA.,Kendrick Lamar,DAMN.,Big Gains Workout
Calm Down,G-Eazy,When It's Dark Out,Big Gains Workout
Cinderella Man,Eminem,Recovery,Big Gains Workout
Jumpman,Drake,What A Time To Be Alive,Big Gains Workout
1985 - Intro to “The Fall Off”,J. Cole,KOD,Big Gains Workout
Champions,Kanye West,Champions,Big Gains Workout
rockstar,Post Malone,rockstar,Big Gains Workout
Fade,Kanye West,The Life Of Pablo,Big Gains Workout
Portland,Drake,More Life,Big Gains Workout
MotorSport,Migos,MotorSport,Big Gains Workout
Purple Lamborghini (with Rick Ross),Skrillex,Purple Lamborghini (with Rick Ross),Big Gains Workout
Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),Big Gains Workout
KEKE,6ix9ine,KEKE,Big Gains Workout
Optimistic,Sounds Of Blackness,The Very Best Of Sounds Of Blackness & Ann Nesby,Black History Salute
Alright,Kendrick Lamar,Alright,Black History Salute
We The People....,A Tribe Called Quest,We got it from Here... Thank You 4 Your service,Black History Salute
If I Was President 2016,Wyclef Jean,If I Was President 2016,Black History Salute
The Space Program,A Tribe Called Quest,We got it from Here... Thank You 4 Your service,Black History Salute
Inner City Blues (Make Me Wanna Holler),Marvin Gaye,What's Going On - 40th Anniversary (Super Deluxe),Black History Salute
Human Nature,Michael Jackson,Thriller,Black History Salute
Mercy Mercy Me (The Ecology),Marvin Gaye,What's Going On - 40th Anniversary (Super Deluxe),Black History Salute
Ain't No Mountain High Enough,Marvin Gaye,United,Body & Soul
Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,Born in the USA
Take It Easy - Remastered,Eagles,The Very Best Of The Eagles (Remastered),Born in the USA
Dream Baby Dream,Bruce Springsteen,Dream Baby Dream,Born in the USA
Free Fallin',Tom Petty,Full Moon Fever,Born in the USA
Jack & Diane,John Mellencamp,Words & Music: John Mellencamp's Greatest Hits,Born in the USA
It's Still Rock and Roll to Me,Billy Joel,The Essential Billy Joel,Born in the USA
I Won't Back Down,Tom Petty,Greatest Hits,Born in the USA
R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,Words & Music: John Mellencamp's Greatest Hits,Born in the USA
We Take Care of Our Own,Bruce Springsteen,Wrecking Ball,Born in the USA
Born to Run,Bruce Springsteen,Born To Run,Born in the USA
Bleed - Non-LP Version,Puddle Of Mudd,Best Of,Born To Run 150 BPM
It's So Easy,Guns N' Roses,Appetite For Destruction,Born To Run 150 BPM
My Hero,Foo Fighters,The Colour And The Shape (Expanded Edition),Born To Run 150 BPM
You Could Be Mine,Guns N' Roses,Use Your Illusion II (Explicit Version),Born To Run 150 BPM
Saturday Night's Alright For Fighting,Fall Out Boy,Goodbye Yellow Brick Road (40th Anniversary Celebration/ Deluxe Edition),Born To Run 150 BPM
Beat It,Fall Out Boy,Believers Never Die - Greatest Hits,Born To Run 150 BPM
Taste (feat. Offset),Tyga,Taste (feat. Offset),Cali Fire
"Down To Fuck (feat. YG, Ty Dolla $ign, Jeremih)",The Game,"Down To Fuck (feat. YG, Ty Dolla $ign, Jeremih)",Cali Fire
Swap Meet,Tyga,Swap Meet,Cali Fire
Endless Summer Freestyle,G-Eazy,Endless Summer Freestyle (feat. YG),Cali Fire
Cana (feat. 24hrs),Kid Ink,Cana (feat. 24hrs),Cali Fire
Dip,Tyga,Dip,Cali Fire
Drop,G-Eazy,Drop,Cali Fire
Big Deal,Kid Ink,Big Deal,Cali Fire
Lies (feat. Lil Skies),Lil Xan,Lies (feat. Lil Skies),Cali Fire
1942,G-Eazy,1942,Cali Fire
Wasabi,G-Eazy,The Vault,Cali Fire
Big Shot (with Travis Scott),Kendrick Lamar,Black Panther The Album Music From And Inspired By,Cali Fire
Pineapple (feat. Gucci Mane & Quavo),Ty Dolla $ign,Pineapple (feat. Gucci Mane & Quavo),Cali Fire
OKRA,"Tyler, The Creator",OKRA,Cali Fire
Done For Me (feat. Kehlani) - Loud Luxury Remix,Charlie Puth,Done For Me (feat. Kehlani) [Loud Luxury Remix],Cardio
Promises (with Sam Smith) - David Guetta Remix,Calvin Harris,Promises (with Sam Smith) [David Guetta Remix],Cardio
Without Me,Halsey,Without Me,Certified Gold
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),Certified Gold
I Love It (& Lil Pump),Kanye West,I Love It,Certified Gold
Shallow,Lady Gaga,Shallow,Certified Gold
In My Feelings,Drake,Scorpion,Certified Gold
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,Tha Carter V,Certified Gold
Better Now,Post Malone,beerbongs & bentleys,Certified Gold
ICONIC (ft. Jaden Smith),Logic,YSIV,Certified Gold
PASS OUT (feat. 21 Savage),Quavo,QUAVO HUNCHO,Certified Gold
Lost In Japan - Remix,Shawn Mendes,Lost In Japan (Remix),Certified Gold
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,Certified Gold
Girls Like You (feat. Cardi B),Maroon 5,Girls Like You (feat. Cardi B),Certified Gold
First Time,Liam Payne,First Time - EP,Certified Gold
Guiding Light,Mumford & Sons,Guiding Light,Certified Gold
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),Certified Gold
Promises (with Sam Smith),Calvin Harris,Promises (with Sam Smith),Certified Gold
Nervous,Shawn Mendes,Nervous,Certified Gold
Starboy,The Weeknd,Starboy,Certified Gold
100 Miles and Running (ft. Wale & John Lindahl),Logic,YSIV,Certified Gold
Fall,Eminem,Kamikaze,Certified Gold
Psycho (feat. Ty Dolla $ign),Post Malone,Psycho (feat. Ty Dolla $ign),Certified Gold
What Lovers Do (feat. SZA),Maroon 5,Red Pill Blues (Deluxe),Certified Gold
YSIV,Logic,YSIV,Certified Gold
Now Or Never,Halsey,hopeless fountain kingdom (Deluxe),Certified Gold
Lucid Dreams,Juice WRLD,Lucid Dreams,Certified Gold
Wolves,Selena Gomez,Wolves,Certified Gold
No Es Justo,J Balvin,Vibras,Certified Gold
AFTER PARTY,SAVAGE.M,AFTER PARTY,Chinese Hip-Hop Stars
Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,Clinically Cold
I Mean It REMIX,G-Eazy,I Mean It REMIX,Clinically Cold
Krazy,Lil Wayne,Krazy,Clinically Cold
"Astronaut P*ssy (feat. Skeme, ScHoolboy Q)",The Game,OKE - Deluxe Edition,Clinically Cold
Cold Blooded,Kid Cudi,Indicud,Clinically Cold
"Good Day (feat. Lil Wayne, Meek Mill)",Tyga,Well Done 4,Clinically Cold
See No Evil,The Game,Jesus Piece (Deluxe),Clinically Cold
New Slaves,Kanye West,Yeezus,Clinically Cold
Love Game,Eminem,The Marshall Mathers LP2 (Deluxe),Clinically Cold
Superman,Eminem,The Eminem Show,Clinically Cold
Move The Damn Thing feat. Juelz Santana,Lil Wayne,Tear Drop Tune Part 3,Clinically Cold
"Lay Low - Feat. Master P, Nate Dogg, Butch Cassidy And Tha E",Snoop Dogg,The Best Of Snoop Dogg,Clinically Cold
Hold My Liquor,Kanye West,Yeezus,Clinically Cold
Started From the Bottom,Drake,Started From the Bottom (Explicit Version),Clinically Cold
No Love,Eminem,Recovery,Clinically Cold
Drop The World,Lil Wayne,Rebirth,Clinically Cold
Don't Like.1,Kanye West,Kanye West Presents Good Music Cruel Summer,Clinically Cold
She Will,Lil Wayne,Tha Carter IV (Deluxe),Clinically Cold
IFHY,"Tyler, The Creator",Wolf,Clinically Cold
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Clinically Cold
Rich As Fuck,Lil Wayne,I Am Not A Human Being II (Deluxe),Clinically Cold
Enemies,Tyga,Hotel California (Deluxe),Clinically Cold
Monster,Kanye West,My Beautiful Dark Twisted Fantasy,Clinically Cold
It's Nothin - feat. 2 Chainz,Wiz Khalifa,O.N.I.F.C. (Deluxe),Clinically Cold
HYFR (Hell Ya Fucking Right),Drake,Take Care (Deluxe),Clinically Cold
99 Problems,JAY Z,The Hits Collection Volume One (Deluxe),Clinically Cold
If I Can't,50 Cent,Get Rich Or Die Tryin' / The Massacre (Explicit Version),Clinically Cold
Barbed Wire,Kendrick Lamar,Overly Dedicated,Clinically Cold
Ali Bomaye,The Game,Jesus Piece (Deluxe),Clinically Cold
Angels,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Clinically Cold
Illest Motherf**ker Alive,JAY Z,Watch The Throne (Deluxe),Clinically Cold
Tron Cat,"Tyler, The Creator",Goblin (Deluxe Edition),Clinically Cold
Moonlight,Lil Xan,TOTAL XANARCHY,Cloud Rap
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),Confidence Boost
What Lovers Do (feat. SZA),Maroon 5,Red Pill Blues (Deluxe),Confidence Boost
Never Be the Same,Camila Cabello,Camila,Confidence Boost
One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),Confidence Boost
Lost In Japan,Shawn Mendes,Lost In Japan,Confidence Boost
I Like It,Cardi B,Invasion of Privacy,Confidence Boost
Love Lies (with Normani),Khalid,Love Lies (with Normani),Confidence Boost
Havana - Remix,Camila Cabello,Havana (Remix),Confidence Boost
Feel It Still,Portugal. The Man,Feel It Still,Confidence Boost
Wolves,Selena Gomez,Wolves,Confidence Boost
Supercut,Lorde,Melodrama,Confidence Boost
Crying in the Club,Camila Cabello,Crying in the Club,Confidence Boost
Treat You Better,Shawn Mendes,Illuminate,Confidence Boost
This Is What You Came For,Calvin Harris,This Is What You Came For,Confidence Boost
Mi Gente,J Balvin,Mi Gente,Confidence Boost
Royals,Lorde,Pure Heroine,Confidence Boost
Bang Bang,Jessie J,My Everything (Deluxe),Confidence Boost
Hymn For The Weekend - Seeb Remix,Coldplay,Hymn For The Weekend (Seeb Remix),Confidence Boost
Bad Liar,Selena Gomez,Bad Liar,Confidence Boost
Lately,Noah Cyrus,Lately,Contemporary Blend
More Of You,MAGIC!,Expectations,Contemporary Blend
Saturday Nights,Khalid,Suncity,Contemporary Blend
Shallow - Radio Edit,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Contemporary Blend
Changes,Mat Kearney,CRAZYTALK,Contemporary Blend
Us,James Bay,Electric Light,Contemporary Blend
Like To Be You feat. Julia Michaels,Shawn Mendes,Shawn Mendes,Contemporary Blend
Guiding Light,Mumford & Sons,Guiding Light,Contemporary Blend
More Than Friends (feat. Meghan Trainor),Jason Mraz,Know.,Contemporary Blend
I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Contemporary Blend
Consequences - orchestra,Camila Cabello,Consequences (orchestra),Contemporary Blend
Look What I Found,Lady Gaga,A Star Is Born Soundtrack,Contemporary Blend
Light On,Maggie Rogers,Light On,Contemporary Blend
Under Pressure,Shawn Mendes,Under Pressure,Contemporary Blend
Jumpsuit,Twenty One Pilots,Jumpsuit / Nico And The Niners,Corre con Rock
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,Corre con Rock
Body On Body (Johnny Cash: Forever Words),Jewel,Johnny Cash: Forever Words,Country Coffeehouse
Wait Up For Me,Amos Lee,Spirit,Country Coffeehouse
Hound Dog,Elvis Presley,Elvis' Golden Records,Country's Greatest Hits_  The '50s
Jailhouse Rock,Elvis Presley,Elvis' Golden Records,Country's Greatest Hits_  The '50s
Don't Be Cruel,Elvis Presley,Elvis' Golden Records,Country's Greatest Hits_  The '50s
Heartbreak Hotel,Elvis Presley,Elvis' Golden Records,Country's Greatest Hits_  The '50s
All Shook Up,Elvis Presley,Elvis' Golden Records,Country's Greatest Hits_  The '50s
Love Me Tender - Mono,Elvis Presley,The 50 Greatest Love Songs,Country's Greatest Hits_  The '50s
(Let Me Be Your) Teddy Bear,Elvis Presley,Elvis' Golden Records,Country's Greatest Hits_  The '50s
Wish I Didn't Know Now,Toby Keith,Toby Keith,Country's Greatest Hits_  The '90s
It Matters To Me,Faith Hill,It Matters To Me,Country's Greatest Hits_  The '90s
"Honey, I'm Home",Shania Twain,Come On Over,Country's Greatest Hits_  The '90s
Should've Been A Cowboy,Toby Keith,Toby Keith,Country's Greatest Hits_  The '90s
Wild One,Faith Hill,Take Me As I Am,Country's Greatest Hits_  The '90s
He Ain't Worth Missing,Toby Keith,Toby Keith 35 Biggest Hits,Country's Greatest Hits_  The '90s
You Ain't Much Fun,Toby Keith,Toby Keith 35 Biggest Hits,Country's Greatest Hits_  The '90s
No One Needs To Know,Shania Twain,The Woman In Me,Country's Greatest Hits_  The '90s
A Little Less Talk And A Lot More Action,Toby Keith,Toby Keith,Country's Greatest Hits_  The '90s
Dream Walkin',Toby Keith,Toby Keith 35 Biggest Hits,Country's Greatest Hits_  The '90s
Any Man Of Mine,Shania Twain,The Woman In Me,Country's Greatest Hits_  The '90s
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),Crowd Pleasers
Without Me,Halsey,Without Me,Crowd Pleasers
Lost In Japan - Remix,Shawn Mendes,Lost In Japan (Remix),Crowd Pleasers
Guiding Light,Mumford & Sons,Guiding Light,Crowd Pleasers
Shallow,Lady Gaga,Shallow,Crowd Pleasers
LOSE IT (feat. Lil Baby),Quavo,QUAVO HUNCHO,Crowd Pleasers
In My Feelings,Drake,Scorpion,Crowd Pleasers
Better Now,Post Malone,beerbongs & bentleys,Crowd Pleasers
Girls Like You (feat. Cardi B),Maroon 5,Girls Like You (feat. Cardi B),Crowd Pleasers
I Love It (& Lil Pump),Kanye West,I Love It,Crowd Pleasers
100 Miles and Running (ft. Wale & John Lindahl),Logic,YSIV,Crowd Pleasers
Fall,Eminem,Kamikaze,Crowd Pleasers
Promises (with Sam Smith),Calvin Harris,Promises (with Sam Smith),Crowd Pleasers
Look What I Found,Lady Gaga,A Star Is Born Soundtrack,Crowd Pleasers
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,Tha Carter V,Crowd Pleasers
YSIV,Logic,YSIV,Crowd Pleasers
Born To Be Yours,Kygo,Born To Be Yours,Crowd Pleasers
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),Crowd Pleasers
Lucid Dreams,Juice WRLD,Lucid Dreams,Crowd Pleasers
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,Crowd Pleasers
Under Pressure,Shawn Mendes,Under Pressure,Crowd Pleasers
ICONIC (ft. Jaden Smith),Logic,YSIV,Crowd Pleasers
No Es Justo,J Balvin,Vibras,Crowd Pleasers
Baila Esta Cumbia,Selena,La Leyenda (Version Super Deluxe),Cumbia Anthems
Techno Cumbia,Selena,Amor Prohibido,Cumbia Anthems
